120 240
1 :7.15231788079470210  240 :3.75316629535813462  
345 :2.02154606769005385  584 :6.34754478591265592  343 :7.95220801416058798  104 :0.46052430799279764  
346 :2.76100955229346612  585 :6.00665303506576720  344 :1.95745719779046001  105 :3.65794854579302342  
347 :5.04898220770897588  586 :0.94546342356639301  345 :9.40763573107089535  106 :1.47862178411206391  
348 :0.15533921323282571  587 :2.67189550462355419  346 :4.82863856929227619  107 :8.20093386638996513  
349 :6.67897579882198578  588 :6.09881893368327876  347 :6.35731070894497474  108 :5.78539384136478763  
350 :4.61958677938169515  589 :8.57417523728141084  348 :4.90310373241370900  109 :7.64305551316873721  
351 :0.33143101290932953  590 :6.27460554826502293  349 :1.21799371318704797  110 :8.67000335703604286  
352 :2.66670735801263481  591 :7.02414014099551398  350 :3.69243446150090016  111 :3.11441389202551333  
353 :5.62334055604724270  592 :3.59904782250434874  351 :4.68367564928128921  112 :6.83980834376049085  
354 :7.80907620471816166  593 :6.58833582567827403  352 :8.19299905392620609  113 :5.54216132084108981  
355 :4.03332621234778887  594 :0.86245307779168068  353 :6.70247505111850295  114 :5.48966948454237524  
356 :9.34476760155034114  595 :4.72151860103152554  354 :9.98596148564104169  115 :8.34315012054811156  
357 :0.81545457319864501  596 :5.77898495437482840  355 :3.70281075472273935  116 :6.62160100100711091  
358 :7.39982299264503940  597 :2.64870143742179653  356 :0.59144871364482554  117 :1.37272255623035377  
359 :3.16415906247138912  598 :6.49311807611316283  357 :2.07129123813592964  118 :8.61659596545304751  
360 :4.21491134372997234  599 :1.49845881527146219  358 :3.06894131290627747  119 :6.11713003936887745  
361 :4.62660603656117431  600 :8.33826715903195215  359 :7.87804803613391513  120 :7.05343791009247134  
362 :1.68584246345408495  601 :9.68626972258674890  360 :9.86816003906369232  121 :2.14087343974120303  
363 :5.76830347605822968  602 :1.84423352763451032  361 :2.85287026581621772  122 :6.77999206518753628  
364 :5.15182958464308616  603 :1.54576250495925782  362 :6.93166905728324245  123 :4.78041932432020023  
365 :1.08706930753501996  604 :1.99591051973021627  363 :6.61397137363811183  124 :5.23361919003875808  
366 :3.43394268623920418  605 :7.21427045503097641  364 :4.04553361613818740  125 :4.09070101016266374  
367 :2.17596972563859969  606 :8.73958555864131625  365 :5.14114810632648744  126 :7.01071199682607471  
368 :5.12649922177800832  607 :3.76171147801141403  366 :1.44169438764610747  127 :5.04013183996093606  
369 :7.13888973662526283  608 :8.74141666920987603  367 :5.50614947965941326  128 :9.68749046296578875  
370 :1.13284707174901578  609 :7.57805108798486238  368 :2.64992217780083639  129 :8.95504623554185564  
371 :6.25232703634754472  610 :8.39564195684682701  369 :6.84652241584521004  130 :0.88961455122531818  
372 :3.45805230872524172  611 :8.00134281441694384  370 :3.59752189703054892  131 :6.21631519516586817  
373 :3.88256477553636259  612 :8.08252204962309584  371 :7.59300515762810146  132 :6.61458174382763175  
374 :0.24475844599749749  613 :2.20465712454603713  372 :7.96288949247718758  133 :0.20386364329966125  
375 :6.64723654896694871  614 :7.67479476302377428  373 :8.94589068269905674  134 :0.79866939298684647  
376 :7.06381420331431009  615 :1.32633442182683803  374 :8.77529221472823195  135 :2.49275185399945087  
377 :7.83043916135135998  616 :3.29691457869197668  375 :4.60219122898037636  136 :6.14093447676015547  
378 :4.45356608783227070  617 :7.85393841364787715  376 :6.26789147618030373  137 :9.29715872676778510  
379 :8.04651020844142018  618 :5.33310953093050966  377 :6.73207800531022027  138 :6.17084261604663187  
380 :1.70781579027680297  619 :4.25611133152256826  378 :1.97912533951841785  139 :9.16684469130527724  
381 :2.15369121372112193  620 :7.68303476058229329  379 :8.20490127262184465  140 :8.56898709067049147  
382 :6.91640980254524340  621 :2.86660359508041607  380 :9.10367137668996307  141 :1.93151646473586225  
383 :2.41981261635181744  622 :8.27173680837427838  381 :1.06540116580706190  142 :9.73906674398022432  
384 :3.25235755485702072  623 :7.01651051362651490  382 :9.09421063875240421  143 :8.89797662282174073  
385 :7.93481246375927007  624 :0.80660420545060574  383 :1.26194036683248401  144 :0.62562944425794242  
386 :1.51280251472518090  625 :3.41654713583788583  384 :4.51277199621570446  145 :4.29303872798852471  
387 :0.27375102999969481  626 :7.78618732261116353  385 :9.62187566759239488  146 :3.78734702597125139  
388 :8.90713217566454141  627 :5.79119235816522693  386 :8.13287759025849155  147 :7.96014282662434791  
389 :5.41489913632618158  628 :4.75508896145512239  387 :9.07742545854060445  148 :1.71483504745628212  
390 :4.09527878658406319  629 :9.75951414532914185  388 :8.29096346934415784  149 :9.30539872432630411  
391 :1.89886165959654529  630 :5.81621753593554480  389 :8.14355906857509027  150 :6.40156254768517119  
392 :8.47956785790582046  631 :8.97000030518509561  390 :0.48738059633167519  151 :2.49031037324137072  
393 :5.24674214911343739  632 :0.38392284920804470  391 :0.64424573503830074  152 :0.16510513626514481  
394 :3.73912778099917587  633 :2.48176519058809175  392 :5.23880733664967835  153 :2.88033692434461486  
395 :8.62147892696920692  634 :1.19632557145908991  393 :1.68950468459120451  154 :7.71721549119541006  
396 :5.62456129642628255  635 :3.39976195562608741  394 :2.17841120639667940  155 :4.73799859614856445  
397 :9.74272896511734388  636 :3.56913968321787145  395 :9.90020447401348846  156 :9.48240607928708812  
398 :3.99182103946043254  637 :8.75423444318979449  396 :0.40955839716788234  157 :0.16907254249702444  
399 :4.05163731803338756  638 :5.90624713888973663  397 :5.88549455244605824  158 :6.17053743095187190  
400 :9.09512619403668410  639 :0.63539536729026158  398 :5.10605182042908989  159 :9.31730094302194267  
401 :4.12457655568102055  640 :1.45542771691030604  399 :6.97073274941251864  160 :4.59639271217993706  
402 :4.12366100039674066  641 :8.57753227332377044  400 :0.36225470748008665  161 :1.80974761192663358  
403 :5.33677175206762922  642 :1.31870479445783872  401 :8.17255165257728855  162 :4.74929044465468309  
404 :3.99182103946043254  643 :3.18826868495742666  402 :8.29828791161839696  163 :9.45402386547440976  
405 :7.77581102938932478  644 :8.70784630878627830  403 :9.42564165166173318  164 :8.11426129947813379  
406 :0.37751396221808525  645 :1.03518784142582487  404 :4.40809350871303440  165 :0.18005920590838342  
407 :4.40778832361827444  646 :4.45265053254798993  405 :9.05911435285500666  166 :7.24143192846461403  
408 :3.01217688528092298  647 :0.77639088106936860  406 :9.16318247016815768  167 :3.23831904049806196  
409 :5.48875392925809535  648 :3.75988036744285425  407 :3.52427747428815596  168 :6.56788842432935560  
410 :7.21915341654713583  649 :0.54322946867275002  408 :5.86291085543382096  169 :5.64470351268044102  
411 :9.23154393139439122  650 :4.22009949034089171  409 :3.36985381633961012  170 :4.48591570787682770  
412 :7.70256660664693094  651 :6.57521286660359472  410 :4.73677785576952459  171 :9.87395855586413163  
413 :8.71669667653431723  652 :5.06546220282601389  411 :5.46861171300393689  172 :6.66554765465254651  
414 :8.58699301126132930  653 :3.09945982238227469  412 :3.29599902340769679  173 :2.80739768669698186  
415 :5.05935850093081463  654 :7.67845698416089384  413 :1.49540696432386233  174 :0.62227240821558272  
416 :9.70610675374614651  655 :3.46690267647328110  414 :2.93465987121189009  175 :5.92669454023865505  
417 :6.82210760826441209  656 :7.34824671163060383  415 :2.65144810327463620  176 :1.54087954344309819  
418 :9.14181951353495847  657 :2.53273110141300695  416 :1.78136539811395611  177 :6.75984984893337781  
419 :5.67857905819879782  658 :6.27948850978118234  417 :0.64302499465926088  178 :9.34171575060273973  
420 :2.01330607013153484  659 :0.29084139530625325  418 :3.80108035523545018  179 :1.57628101443525503  
421 :8.32880642109439329  660 :7.85027619251075759  419 :4.90707113864558853  180 :7.00369273964659556  
422 :5.51683095797601286  661 :6.75557725760673833  420 :4.14624469740897883  181 :9.33286538285470080  
423 :4.66139713736381101  662 :2.11920529801324520  421 :6.08722190008240016  182 :0.13428144169438766  
424 :0.21332438123722036  663 :8.09411908322397622  422 :0.75899533066805014  183 :6.86666463209936850  
425 :2.16986602374340043  664 :2.58430738242744207  423 :5.76128421887874964  184 :7.78954435865352313  
426 :7.56920072023682344  665 :4.01104770043031067  424 :2.22205267494735548  185 :5.34379100924710837  
427 :6.61488692892239172  666 :4.18897061067537457  425 :2.41737113559373773  186 :4.54329050569170168  
428 :3.74279000213629587  667 :6.37958922086245295  426 :1.86071352275154878  187 :7.95312356944486787  
429 :8.93917661061433755  668 :2.58186590166936236  427 :3.68083742790002155  188 :3.80932035279396963  
430 :9.62706381420331425  669 :9.12533951841792046  428 :8.09411908322397622  189 :8.85036774803918647  
431 :8.43134861293374449  670 :4.62355418561357467  429 :4.79018524735251905  190 :2.41065706350901809  
432 :7.13522751548814327  671 :9.35789056062501956  430 :1.03701895199438465  191 :3.35520493179113144  
433 :2.13995788445692314  672 :0.14435254982146672  431 :3.32438123722037426  192 :6.40034180730613134  
434 :1.74199652088991974  673 :9.75585192419202230  432 :5.35142063661610745  193 :9.39695425275429486  
435 :0.53804132206183053  674 :4.95284890285958390  433 :0.17853328043458358  194 :8.13074129459517181  
436 :1.27231666005432298  675 :2.19641712698751812  434 :9.34812463759270074  195 :0.20661030915250100  
437 :9.43693350016785182  676 :5.09292886135441147  435 :6.79189428388317484  196 :4.57502975554673874  
438 :0.93905453657643356  677 :2.64229255043183686  436 :0.33722952970976899  197 :8.26685384685811897  
439 :8.14874721518600964  678 :2.35145115512558345  437 :8.62239448225348681  198 :6.89748832667012568  
440 :4.63362529374065346  679 :7.27042451246681143  438 :6.23218482009338626  199 :0.50294503616443376  
441 :3.90301217688528101  680 :1.01748710592974634  439 :4.87472151860103153  200 :1.27201147495956302  
442 :2.46436964018677340  681 :9.85717337565233365  440 :3.39854121524704755  201 :4.73189489425336429  
443 :2.51014740440076922  682 :5.88824121829889791  441 :4.47676015503402791  202 :0.95553453169347213  
444 :4.54603717154454134  683 :0.41047395245216223  442 :0.75746940519425032  203 :7.35404522843104314  
445 :5.27359843745231505  684 :1.52806176946317951  443 :8.30561235389263608  204 :9.60600604266487679  
446 :1.03762932218390458  685 :5.05386516922513529  444 :0.13611255226294747  205 :2.30140079958494814  
447 :2.15582750938444168  686 :2.77657399212622469  445 :7.66411328470717468  206 :5.85222937711722135  
448 :8.43409527878658416  687 :7.15628528702658162  446 :2.87026581621753607  207 :1.23203222754600672  
449 :1.19174779503769046  688 :6.50471510971404143  447 :9.00845362712485098  208 :9.11648915066988152  
450 :2.10150456251716644  689 :9.71831415753654504  448 :2.65511032441175576  209 :4.97421185949278222  
451 :4.15387432477797791  690 :4.62446974089785456  449 :4.92324594866786747  210 :6.68324839014862526  
452 :5.06973479415265338  691 :9.00296029541917164  450 :4.64644306772057281  211 :6.22333445234534732  
453 :8.46339304788354063  692 :8.34559160130619304  451 :1.34891811883907597  212 :2.01940977202673411  
454 :3.07016205328531733  693 :9.41862239448225402  452 :0.81362346263008511  213 :3.48643452253791919  
455 :5.35752433851130672  694 :3.68419446394238115  453 :1.05868709372234271  214 :4.34614093447676009  
456 :5.82354197820978392  695 :9.65300454725791113  454 :1.53996398815881830  215 :6.27735221411786259  
457 :4.30188909573656453  696 :8.21985534226508463  455 :3.38419751579332884  216 :9.45707571642200939  
458 :4.58143864253669886  697 :0.05432294686727501  456 :3.47453230384228018  217 :1.56224250007629628  
459 :3.65520187994018375  698 :9.10336619159520311  457 :0.19226660969878231  218 :1.78960539567247534  
460 :5.91296121097445582  699 :1.26621295815912349  458 :3.63414410840174584  219 :1.45603808709982596  
461 :7.58293404950102268  700 :2.31482894375438697  459 :8.11243018890957401  220 :7.74620807519760746  
462 :1.74535355693227934  701 :4.10809656056398165  460 :9.75463118381298244  221 :2.16528824732200098  
463 :9.22116763817255247  702 :3.17270424512466809  461 :7.01193273720511456  222 :0.26276436658833585  
464 :5.65294351023896002  703 :0.70955534531693476  462 :6.89168980986968638  223 :4.18591875972777494  
465 :0.09094515823847163  704 :8.08893093661305507  463 :4.72334971160008532  224 :4.63026825769829387  
466 :5.39506210516678397  705 :6.89352092043824616  464 :0.27375102999969481  225 :3.74645222327341543  
467 :5.76342051454206938  706 :7.57896664326914316  465 :8.02148503067110141  226 :5.56505020294808794  
468 :1.70628986480300293  707 :5.80706198309274590  466 :4.40321054719687499  227 :5.50553910946989333  
469 :7.77153843806268529  708 :0.51850947599719233  467 :9.84832300790429471  228 :5.52842799157689146  
470 :3.33567308572649290  709 :2.80648213141270197  468 :8.40693380535294743  229 :6.49555955687124253  
471 :1.77617725150303651  710 :9.65269936216315116  469 :2.79122287667470337  230 :4.29761650440992504  
472 :8.33429975280007262  711 :1.58909878841517371  470 :7.63908810693685680  231 :1.31778923917355884  
473 :1.97973570970793777  712 :8.35108493301187238  471 :8.80977813043610958  232 :9.78576006347850047  
474 :1.59550767540513316  713 :1.57567064424573511  472 :1.53172399060029907  233 :8.58973967711416897  
475 :1.78899502548295541  714 :8.61873226111636725  473 :5.20920438245796102  234 :0.11139255958738975  
476 :8.64436780907620417  715 :6.54408398693807758  474 :7.69798883022553149  235 :8.63826410718100490  
477 :0.73061311685537278  716 :0.35187841425824762  475 :6.87124240852076795  236 :6.92190313425092363  
478 :5.67552720725119819  717 :4.51094088564714468  476 :2.28095339823603016  237 :2.44544816431165524  
479 :7.61558885464033963  718 :1.84698019348734999  477 :4.72792748802148477  238 :9.95910519730216315  
719 :5.84276863917966249  478 :8.86623737296670456  239 :6.55781731620227681  
481 :1.84545426801355017  720 :9.95086519974364414  240 :1.55735953856013665  
482 :0.48860133671071504  721 :2.88369396038697490  480 :1.79876094851527446  241 :0.75380718405713065  
483 :9.79033783989989992  722 :0.96713156529435107  481 :9.60570085757011682  242 :1.10171819208349864  
484 :7.61772515030365938  723 :0.34302804651020846  482 :4.48286385692922718  243 :2.70729697561571081  
485 :8.32544938505203369  724 :8.93215735343485839  483 :4.72487563707388514  244 :9.52269051179540327  
486 :8.55922116763817264  725 :6.29352702414014065  484 :8.16156498916592987  245 :3.52946562089907534  
487 :0.94912564470351268  726 :3.79772331919309059  485 :7.89361247596667415  246 :8.79207739494003171  
488 :8.21466719565416348  727 :3.56791894283883160  486 :1.71605578783532220  247 :4.42732016968291298  
489 :0.48646504104739524  728 :7.75383770256660654  487 :0.54933317056794950  248 :0.57161168248542737  
490 :3.66985076448866243  729 :4.69893490401928737  488 :6.18274483474227132  249 :6.39362773522141214  
491 :1.65227210303048788  730 :3.56761375774407163  489 :3.64909817804498449  250 :4.22009949034089171  
492 :0.17120883816034424  731 :3.98754844813379306  490 :8.54121524704733481  251 :8.84151738029114576  
493 :5.15549180578020572  732 :2.27881710257271042  491 :4.58052308725241897  252 :6.04968413342692379  
